Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4838966,Unit 2508 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,050,000","$1,058,552",2020-08-07,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$635/month,New,800-899 feet²,None,heat,100 days,18 day(s),2020-07-21,2020-08-07,"$2,750",2.24%,University/Dundas,"Concierge, Exercise Room, Gym, Indoor Pool, Media Room, Party/Meeting Room",S,Toronto,"Brand New Luxury Building Ready To Move In: Located In The Heart Of Downtown Toronto With Direct Access To St. Patrick Subway Station. High End Kitchen W/Integrated Appliances, W/I Closet With Organizers 9 Ft Ceilings, 2 Beds And 2 Full Baths. Steps To U Of T, Hospitals, Ryerson U, Financial District, Easton Centre, Queens Park, College Park Shops."
C4912300,Unit 525 - 21 Nelson St,University - Toronto,Condo Apt,"$ 899,900","$942,666",2020-09-15,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,220","Condo Apt, Apartment",$794/month,-,900-999 feet²,None,"water,heat",45 days,24 day(s),2020-09-15,2020-09-15,"$3,132",2.37%,Nelson St / Simcoe St,"Bike Storage, Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,Sought After Corner Unit At Boutique Condos. Enjoy The Luxury Of Space W/This Bright & Airy Split Bedroom Plan W/No Wasted Space. Renovated Kitchen W/New Island Configuration Perfect For Entertaining. Sprawling Master Suite W/Walk Through Closet & 4Pc Ensuite W/ Marble Details. Wrap Around Balcony Maximizing Essential Outdoor Space & Natural Light. The Best Of City Living Steps To Multiple Subway/Transportation Hubs & Financial Core. Fantastic Value!
C4793164,Unit 2705 - 426 University Ave,University - Toronto,Condo Apt,"$ 659,000","$623,407",2020-10-24,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,166","Condo Apt, Apartment",$386/month,-,500-599 feet²,None,"water,heat",136 days,25 day(s),2020-06-15,2020-10-24,"$1,908",2.33%,University/Dundas,"Concierge, Exercise Room, Recreation Room",S,Toronto,"* Luxury Rcmi Condominium Built By Tribute * Sought After One Bedroom Layout * 9 Ft Ceiling * Facing South With Large Balcony * Spacious, Bright & Well-Maintainted * Excellent Building * Designed To Leed Standards * Fully Equipped Fitness Room * 24 Hrs Concierge * Steps To St Patrick Subway Station * Close To U Of T, Ryerson, Queen's Park & 5 Major Hospitals * Minutes To Chinatown, Financial & Entertainment Districts *"
C4967445,Unit 408 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 729,900","$718,120",2020-10-26,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,547","Condo Apt, Apartment",$407/month,0-5,600-699 feet²,None,"water,heat",5 days,25 day(s),2020-10-25,2020-10-26,"$2,133",2.28%,University/Queen,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Luxury 1 Bedroom Plus Den Unit. Prime Location Of Downtown Toronto. 25 Storey Soaring Class Tower. Designer-Selected Colours With Upgrade 9Ft Ceiling And Open Concept Layout. Walking Distance To Two Subway(St.Patrick & Osgood)Stations. U Of T, 5 Major Hospitals. Financial Core. Shopping & Amenities. Museum. Theatre. You Can Enjoy A Lot Of Things."
C4875315,Unit 3516 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,430,000","$1,430,001",2020-10-16,3+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$879/month,New,1000-1199 feet²,None,heat,72 days,22 day(s),2020-08-18,2020-10-16,"$3,538",2.11%,University / Dundas,"Bike Storage, Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room",Nw,Toronto,"Prime University/ Dundas! Brand New World-Class Award- Winning Landmark Building, Direct Access To Subway. Luxury $$$ Spent High End Upgrade. Executive Suite, 3 Beds + Den+2 Baths +1 Valet Parking+ Balcony Fantastic Views,9'8 Floor To Ceiling Windows. Wood Throughout. Steps To U Of T. Uhn Hospitals, Ryerson U, Financial District, Eaton Center, Queens Park, College Park Shops. Amazing Amenities."
C4863559,Unit 708 - 426 University Ave,University - Toronto,Condo Apt,"$ 768,000","$756,787",2020-10-16,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,981","Condo Apt, Apartment",$584/month,-,700-799 feet²,None,water,80 days,22 day(s),2020-08-10,2020-10-16,"$2,392",2.21%,University Ave / Dundas Street,,Ne,Toronto,"**A Rare Find** 10 Ft Ceiling ,Spacious Unit Located In The Core Of Downtown! Rcmi, Overlooking University Avenue ,Right Next To St. Patrick Subway. A Walk Score Of 99!! Excellent Condition, Unit Is Right Beside The Fully Equipped Fitness Room For Easy Access. Steps To St Patrick Subway, Restaurants, Financial District, U Of T, Ocad, Hospitals And Queens Park. Floor To Ceiling Windows Throughout. Super Large Balcony For Entertainment."
"C4922998, H4088859",Unit 411 - 736 Spadina Ave,University - Toronto,Condo Apt,"$ 929,900","$918,978",2020-09-23,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,766","Condo Apt, Apartment",$733/month,11-15,900-999 feet²,None,"water,heat",37 days,22 day(s),2020-09-22,2020-09-23,"$2,900",2.19%,Spadina/Bloor W,"Concierge, Exercise Room, Games Room, Guest Suites, Media Room, Rooftop Deck/Garden",Ne,Toronto,"2 Bdrm, 2 Bath Corner-Unit In Lux Building W/ 947 Sq Ft Of Liv Space (Mpac), 1 Underground Prk Spot (P4-23) & 1 Storage Locker (Behind P4-23). Feat Incl Hardwood, Kitch W/ Ss App/Granite, Master W/ A 4 Pc Ebth, 2nd Bdrm W/ Ensuite-Priv Leading To A 3 Pc Bath, In-Suite Laund & More. Ne Views Towards U Of T, The Annex & Bloor W/ Spadina. Plenty Of Amenities Incl Concierge, Part Rm, Multimedia Rm, Billiards Rm, Exercise Rm, Yoga Studio, Dining/Meeting Rm, Roof"
C4902971,Unit Ph306 - 426 University Ave,University - Toronto,Condo Apt,"$ 569,000","$673,993",2020-09-09,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,285","Condo Apt, Apartment",$402/month,-,500-599 feet²,None,"water,heat",52 days,22 day(s),2020-09-07,2020-09-08,"$1,908",2.13%,University/Dundas,"Concierge, Exercise Room, Security Guard",S,Toronto,"Location Plus More! Bright And Spacious South Facing Unit With Unobstructed Cn Tower Skyline Views. Functional Layout With 9' Ceiling And Laminate Through Out. *Designer Kitchen With Built In Integrated Appliances, Granite Counter Top And Centre Island/Dining Table* Onsite Amenities Plus 24 Hr Security* Easy Transportation St.Patrick Subway, Dundas Streetcar. Walk Score 100!* Close To All; Major Hospitals, Financial Centre,Uoft, Ocad, Ryerson, Eaton Centre"
C4838278,Unit 2709 - 426 University Ave,University - Toronto,Condo Apt,"$ 659,000","$673,319",2020-07-21,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,254","Condo Apt, Apartment",$435/month,0-5,500-599 feet²,None,"water,heat",101 days,18 day(s),2020-07-20,2020-07-21,"$1,910",2.12%,University/Dundas,"Concierge, Exercise Room, Gym",E,Toronto,"Rcmi Condo Stunning 1Br Unit With East Facing, Fantastic Downtown Location, Steps To Financial District, St. Patrick Subway Station And Dundas Streetcar, Art Gallery Of Ontario, Ocad, Hospital, China Town, Eaton Center. 9' Ceilings. Laminate Throughout. Granite Countertop. Large Island For Dining. Amenities: Fitness Center, Car-Share, 24Hr Concierge, Bicycle Storage. Don't Miss The Opportunity To Own In One Of Toronto's Most Sought After Neighbourhoods!"
C4967786,Unit 205 - 80 Vanauley St,University - Toronto,Condo Apt,"$ 1,028,000","$1,023,794",2020-10-28,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 4,272","Condo Apt, Apartment",$1101/month,-,1200-1399 feet²,None,heat,3 days,25 day(s),2020-10-26,2020-10-28,"$3,577",2.2%,Queen/Spadina/,"Bbqs Allowed, Concierge, Exercise Room, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"One Of A Kind In The City! Almost 1300 Sqf. !!!Located In Toronto's Remarkable Queen And Spadina Neighborhood, Tridel's Sq2 Direct Access To The Exciting Queen Street Cafes, Shops. At Heart Of The Fashion District And 7 Minute Walk To The Financial District Large 2 Bedrooms Plus Den Or 3rd. Bedroom- 3 Bathrooms- Parking And Locker Large Balcony-Corner Unit -Full Of Natural Light-High Ceiling. Floor Plan Attached"
C4905112,Unit 1701 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 759,000","$749,479",2020-10-29,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,903","Condo Apt, Apartment",$471/month,0-5,700-799 feet²,None,"water,heat",52 days,25 day(s),2020-09-08,2020-10-29,"$2,133",2.01%,University / Queen,,Se,Toronto,"** Luxury 1Br+1Den Unit Centrally Located In The Heart Of Downtown Toronto ** Walking Distance To Two Subways (St. Patrick & Os 746 Sqft Unit + 80 Sqft Balcony, With An Unobstructed View Of The Cn Tower. 9-Ft High Ceilings, Open Concept Interior Layout & Modern Design, Upgraded Cabinets, Granite Countertops, Backsplash** Laminate Floors Thru-Out *Spacious Den Makes For A Great Home Office Or 2nd Bedroom. Large Windows To Enjoy The Beautiful View."
C4933804,Unit 606 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 778,888","$750,664",2020-09-30,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,926","Condo Apt, Apartment",$514/month,-,700-799 feet²,None,"water,heat",30 days,22 day(s),2020-09-30,2020-09-30,"$2,110",1.96%,Queen And University,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",W,Toronto,"Welcome To Your Gorgeous 1 Bed Plus Den With Over 700 Sq Feet Of Total Living Space. Enjoy Sitting Back Outside On Your Large Balcony While Watching The Sun Shine Through With An After Work Cocktail. Take Solace Knowing That You Own 1 Of Only 90 Parking Spots In A Building Of Over 290 Units. Best Location In The City With Entertainment District, Financial District, Art Gallery And The Top Hospitals In Canada Right At Your Door."
C4937013,Unit 705 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 738,000","$757,520",2020-10-09,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,927","Condo Apt, Apartment",$514/month,0-5,700-799 feet²,None,"water,heat",29 days,25 day(s),2020-10-01,2020-10-02,"$2,126",1.93%,Dundas / Queen & University,,W,Toronto,"No. 210 Residence On Simcoe. Prime A+ Location, Situated On A Quiet Dead-End Street * Modern & Luxurious Condo W/ Impressive Lobby & 5-Start Amenities W/ Rooftop Deck * Spacious 1+Den In Open Concept W/ 9' Ceilings * Separated Den & Oversized Balcony Make This Unit A Perfect Place To Live & Work * Short Steps To Subway Stations, Parks, And All Amenities. Jog To Queen's Park, Walk To Prime Business Centres On University Ave And To Trendy College & Queen St"
C4908424,Unit 413 - 783 Bathurst St,University - Toronto,Condo Apt,"$ 697,700","$670,321",2020-09-19,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,447","Condo Apt, Apartment",$439/month,-,600-699 feet²,None,heat,48 days,23 day(s),2020-09-11,2020-09-19,"$1,800",1.87%,Bathurst/Bloor,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Welcome To B. Street Condos In One Of The Most Desired Neighbourhoods In The City - The Annex . This One Br Corner Suite Features 636 Sq Ft Of Living Space, Big Terrace With Gorgeous Views Of The The City & Cn Tower. Modern Design Throughout With Spacious European Style Kitchen & Built In S.S Appliances. Steps To Ttc, U Of T, Restaurants & Much More. Excellent Building Amenities Include: Gym, Party Room W/Outdoor Terrace, Visitor Parking & 24-Hr Concierge."
C4939767,Unit 803 - 426 University Ave,University - Toronto,Condo Apt,"$ 699,000","$708,996",2020-10-15,2 Bedrooms,1 Bathrooms,0 Garage,"$ 3,047","Condo Apt, Apartment",$581/month,New,700-799 feet²,None,"water,heat",25 days,25 day(s),2020-10-04,2020-10-15,"$1,908",1.58%,University Ave & Dundas St W,"Concierge, Gym",S,Toronto,"Location! Very Bright & Spacious 2 Bedroom Unit With Over 750 Sqft. Unit Features 9' Ceilings, Huge Balcony, South-West Facing View Of The Lake And City. Both Rooms Have Windows. Two Sided Balcony. St. Patrick Subway Located Right Outside. Walking Distance To Uoft & Ryerson. 5 Major Hospitals Nearby. Located In The Middle Of The Financial & Entertainment Districts. 24 Hrs Concierge With Fully Equipped Fitness Room And Car-Share Facilities."
C4892319,Unit 304 - 736 Spadina Ave,University - Toronto,Condo Apt,"$ 735,000","$724,092",2020-09-01,1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,190","Condo Apt, Apartment",$557/month,11-15,700-799 feet²,None,,60 days,22 day(s),2020-08-31,2020-09-01,"$1,800",1.44%,Bloor And Spadina,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Sw,Toronto,"Rare Find In The Heart Of The Annex. First Listing For This Building In A Year! Right At Bloor/Spadina. Bright Corner. South West 9 Ft Ceilings. Across The Street From Uts. Walk To U Of T, Miles Nadal Jcc And Steps To Ttc Subway. Locker Included. Flexible Occupancy."
C4967637,Unit 204 - 736 Spadina Ave,University - Toronto,Condo Apt,"$ 709,000","$713,473",2020-10-26,1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,118","Condo Apt, Apartment",$557/month,-,700-799 feet²,None,"water,heat",3 days,25 day(s),2020-10-26,2020-10-26,"$1,760",1.38%,Bloor/Spadina,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Sw,Toronto,"Rare Opportunity To Own In Sought After Mosaic. Prime Annex Location. Generous 1 Bedroom With 2 Balconies. Nearly 800 Sqft Of Well Laid Out Space. Spacious Galley Kitchen With Ample Storage, Stainless Steel Appliances & Granite Counters. Open Concept Living/Dining. Ensuite Laundry, Hardwood Floors. Fabulous Boutique Building. Concierge, Gym, Roof Deck. Conveniently Located Secs To 2 Line Ttc, Bloor St. Restaurants, Shops & Cafes. Mins To U Of T & Queens Park"
C4890333,Unit 2204 - 71 Simcoe St,University - Toronto,Condo Apt,"$ 819,000","$809,093",2020-10-27,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,957","Condo Apt, Apartment",$1074/month,-,1000-1199 feet²,None,"water,hydro,heat",62 days,22 day(s),2020-08-28,2020-10-27,"$2,721",1.78%,University/King,"Concierge, Gym, Party/Meeting Room, Sauna, Visitor Parking",E,Toronto,"A Beautiful 1100Sf 1+1 Condo In Symphony Place*25' Wide 18' Deep Living/Dining W/Two 9'Wide Windows*Door At Den Removed*Spacious Bdrm W/Closet Organizers On 22/Fl W/Views To East & South To The Lake *Bright In Morning*Cool In Hot Summer Pm*Hardwood Flr Throughout*Brand New Quartz Countertops, Faucet & U/M Sink *Ample Cabinets, Counter, Linen & Closet Spaces*Breakfast Area*Newly Painted *Over-Sized Locker*Premium Stand Alone Parking Space"
C4867749,Unit 3009 - 180 University Ave,University - Toronto,Condo Apt,"$ 2,295,000","$2,030,951",2020-10-15,2 Bedrooms,3 Bathrooms,1 Garage,"$ 8,228","Condo Apt, Apartment",$1691/month,-,1600-1799 feet²,None,"water,heat",79 days,25 day(s),2020-08-12,2020-10-15,"$5,800",1.71%,@ Adelaide,,Se,Toronto,"Reno In 2017,Over $100K Spent S/E & Lake Views, Corner Suite, Toronto's Premiere Luxury Address,Renovations Include White Oak Engineered Hardwood Floors, New Doors W/ Pewter Hardware, Stunning Wrapped Marble Column In Lr/Dr, New Closet Organizers. Mbr Feature Wall ,Paint, Phantom Screen. Spectacular Panoramic Views, Open Concept, Oversize Island, Sumptuous Master Ensuite, Huge Walk-In Closet.Shows Well.. For Lease @ $6900/Mth"
C4903487,Unit 2305 - 180 University Ave,University - Toronto,Condo Apt,"$ 1,999,800","$1,998,472",2020-09-17,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 8,232","Condo Apt, Apartment",$1768/month,6-10,1600-1799 feet²,None,"water,heat",51 days,24 day(s),2020-09-08,2020-09-16,"$3,924",0.73%,University & Richmond,"Car Wash, Concierge, Gym, Indoor Pool",Nw,Toronto,"Luxury Living In One Of Toronto's Premier Addresses. Beautifully Appointed Open-Concept Corner Unit W/ Wall Of Windows, Spacious Balcony Perfect For Outdoor Living, Highend Boffi Kitchen W/ Large Centre Island & Top Of The Line Miele B/I Appliances. Upgraded Herring Bone Wood Flooring, Electric Fp. Master Retreat Is Complete W/ Lrg Walk-In Closet & Spa-Inspired 5 Piece Marble Ensuite Bath. Ample Space & Ensuite Storage Space For Comfortable Living!"
C4911881,Unit 732 - 161 Roehampton Ave,Mount Pleasant East - Toronto,Condo Apt,"$ 539,000","$531,512",2020-10-18,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$326/month,New,500-599 feet²,None,,45 days,20 day(s),2020-09-14,2020-10-18,"$1,931",3.25%,Eglinton & Mt. Pleasant,"Concierge, Gym, Outdoor Pool, Recreation Room, Rooftop Deck/Garden",W,Toronto,"Freed Built, Brand New 1 Bedroom Unit, Approximately 519 Sq Ft. With 97 Sq Ft Open Balcony, Floor To Ceiling Windows, Quartz Counter, Panel Fridge, Built In Appliances, Custom Bathroom, Open Concept Layout. Steps To Yonge & Eginton Centre, Subway, Loblaws, Lcbo, Shops, Restaurants & Schools."
C4959544,Unit 1533 - 8 Hillsdale Ave E,Mount Pleasant East - Toronto,Condo Apt,"$ 529,900","$525,455",2020-10-19,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$285/month,-,0-499 feet²,None,heat,11 days,20 day(s),2020-10-19,2020-10-19,"$1,700",3.02%,Yonge & Eglinton,,Ne,Toronto,"Spectacular Art Shoppe Condos - Be The First To Live In This Super-Efficient, Bright One Bedroom Suite With An Absolutely Perfect Layout. 10Ft Exposed Concrete Ceilings! (9Ft At Bulkheads). High End Neutral Palette Finishes. Integrated Kitchen Appliances. Large Balcony With Open East Exposure. Highly Coveted Building With Stunning Architecture And Coolness Factor Off The Charts. Storage Locker Included!"
C4889449,Unit 1719 - 8 Hillsdale Ave,Mount Pleasant East - Toronto,Condo Apt,"$ 949,000","$911,988",2020-10-13,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$537/month,0-5,600-699 feet²,None,,63 days,20 day(s),2020-08-28,2020-10-10,"$2,870",2.86%,Yonge St & Eglinton Ave,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto,"Top Floor Like Pent House, Couple Steps Up To Roof Top Amenities W/Mind Blowing Downtown Skyline & City View. Brand New 2Br 2Bath Unit In Heart Of Midtown: Yonge & Eglinton. Above Subway Bus & Future Lrt. Unobstructed Western Exposure From Living, Mbr & Balcony.Laminate Floors, Quartz Counter Top & Center Island W/Sitting.Integrated S/S Appliances High Ceilings, Fl To Ceiling Windows. Mbr Has W/I Closet & West Facing Sliding Door.1 Parking & 1 Same Fl Locker."
C4911344,Unit 2513 - 125 Redpath Ave E,Mount Pleasant East - Toronto,Condo Apt,"$ 525,000","$554,407",2020-09-15,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,100","Condo Apt, Apartment",$308/month,0-5,0-499 feet²,Apartment,"water,heat",45 days,19 day(s),2020-09-14,2020-09-15,"$1,900",2.85%,Yonge/Eglinton,"Bbqs Allowed, Concierge, Gym, Media Room, Party/Meeting Room, Visitor Parking",E,Toronto,"Unobstructed East View, Open Concept With Bright & Quiet Unit At Yonge/Eglinton, Steps To Future Lrt And Subway, Restaurants, Banks Shops Movie Theatre, Schools, Walkscore 97. Stainless Steel Appliances, ""Quarz Counter Top, Laminate Flooring Throughout, Future Lrt, Amenities Including Roof Top Patio With Bbq, Billiard Room, Kids Room, Media Room, Meeting Room, Theatre, Bike Storage & Guest Suite"
C4889947,Unit 805 - 8 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,"$ 770,000","$763,262",2020-10-13,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$694/month,0-5,600-699 feet²,None,,63 days,20 day(s),2020-08-28,2020-10-12,"$2,732",2.97%,Yonge / Eglinton,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden",Nw,Toronto,"Live In One Of Canada's Most Thriving Neighbourhood. Walk-Score 93/100. Convenience Is Right Outside. Highly-Rated Schools Are All Within Walking Distance, Access To Over 70 Nearby Restaurants And Many Large Parks. Access To Ttc Transit, Retail Therapy-Yonge & Eglinton Features Some Of The Leading Retailers Along These Major St, Both For The Casual To Sporty.These Sophisticated Styles Are Designed For All Ages."
